Data da Compra,Produto,Preco Original/Preco com Desconto,Fornecedor,Qtd. Comprada,Comprador,Nome Gerente,Sobrenome Gerente,Região Destino,
1/7/2020,Monitor,"126,9/126,9",Southridge Video,1,"Shan, Latoya",Siward,Capponeer,Brasil - MA,
1/7/2020,Monitor,"126,9/126,9",Southridge Video,5,"Evans, Sean",Chan,Kenefick,Brasil - BA,
1/7/2020,Projetor,"126,9/126,9",Southridge Video,4,"Alexander, Robert",Lorrayne,Duddell,Brasil - SP,
1/7/2020,Projetor,"126,9/126,9",Southridge Video,1,"Li, Todd",Lottie,Stolz,Brasil - SP,
1/7/2020,Projetor,"126,9/126,9",Southridge Video,3,"Perry, Nathan",Conrad,Scotcher,Brasil - ES,
1/7/2020,Projetor,"126,9/126,9",Southridge Video,1,"Jenkins, Haley",Lek,Pock,Brasil - SP,
1/7/2020,Ar Condicionado,"126,9/126,9",Southridge Video,1,"Green, Blake",Chelsie,Coventon,Brasil - RJ,
1/8/2020,Lâmpada,595/595,Contoso,1,"Patterson, Margaret",Dunn,Savile,Brasil - RJ,
1/8/2020,Lâmpada,25/25,Contoso,1,"Suarez, Mathew",Tamarah,Giacomello,Brasil - SP,
1/8/2020,Lâmpada,25/25,Contoso,3,"Lal, Michele",Ettore,Leahair,Brasil - SP,
1/8/2020,Geladeira,889/889,Contoso,1,"Simmons, Faith",Jany,Pratley,Brasil - SP,
1/8/2020,Microondas,889/889,Southridge Video,4,"Martinez, Janelle",Vickie,Wanell,Brasil - SP,
1/8/2020,Ventilador,"104,89/86,01",Hashtag Toys,2,"Gao, Martha",Roxy,Tart,Brasil - MA,
1/8/2020,Gravador,"16,89/16,89",Hashtag Toys,4,"Stewart, Brianna",Terrijo,Rosenshine,Brasil - SP,
1/8/2020,Rádio,"16,89/11,32",Hashtag Toys,1,"Tang, Tony",#N,D,Brasil - SP,
1/8/2020,Ar Condicionado,"595/452,2",Contoso,3,"Cook, Charles",Angelica,Messer,Brasil - RJ,
1/8/2020,Lâmpada,595/595,Contoso,1,"Richardson, Michelle",#N,D,Brasil - SP,
1/8/2020,Lâmpada,595/595,Southridge Video,1,"Johnson, Fernando",Towny,Thake,Brasil - SP,
1/8/2020,Lâmpada,"25/23,25",Contoso,1,"Cook, Charles",Zelig,Niave,Brasil - SP,
1/8/2020,Ar Condicionado,25/25,Contoso,4,"Jenkins, Jacqueline",Sherilyn,Pogg,Brasil - RJ,
1/8/2020,Ar Condicionado,25/25,Contoso,1,"Hernandez, Robert",Willdon,Eric,Brasil - SP,
1/8/2020,Rádio,"4,98/4,98",Southridge Video,1,"James, Amanda",Hamlin,Amsden,Brasil - RJ,
1/8/2020,Gravador,"4,98/4,98",Southridge Video,4,"Simmons, Cassidy",Benoit,Colebeck,Brasil - RJ,
1/8/2020,Acessórios de TV e Áudio,"149,95/149,95",Wide World Importers,1,"Turner, Blake",Estrella,Dalligan,Brasil - ES,
1/8/2020,Gravador,"6,99/6,99",Southridge Video,1,"Nelson, Kaitlyn",Abeu,Peerman,Brasil - SP,
1/8/2020,Rádio,"6,99/6,99",Southridge Video,2,"Shen, Alan",Bart,Deignan,Brasil - SP,
1/8/2020,Ar Condicionado,25/25,Contoso,1,"Chandra, Rebekah",Hakeem,Youings,Brasil - SP,
1/8/2020,Gravador,"16,89/15,2",Hashtag Toys,1,"Blanco, Bruce",Gaylene,Possell,Brasil - SP,
1/8/2020,Gravador,"16,89/16,89",Hashtag Toys,1,"Lopez, Brandy",#N,D,Brasil - RJ,
1/8/2020,Monitor,"126,9/126,9",Southridge Video,1,"Vance, Monica",Lamont,Auletta,Brasil - RJ,
1/8/2020,Projetor,"126,9/126,9",Southridge Video,1,"Martin, Hector",Yvon,Merida,Brasil - SP,
1/8/2020,Monitor,"126,9/111,67",Southridge Video,4,"Stone, Mitchell",Charis,Bolden,Brasil - RJ,
1/8/2020,Monitor,"126,9/124,36",Southridge Video,1,"Raman, Johnathan",Sayres,Sjollema,Brasil - SP,
1/8/2020,Projetor,"126,9/109,13",Southridge Video,1,"He, Ronnie",Estevan,Paiton,Brasil - BA,
1/8/2020,Monitor,"126,9/126,9",Southridge Video,1,"Serrano, Carolyn",Darryl,Dutteridge,Brasil - SP,
1/8/2020,Projetor,"126,9/98,98",Southridge Video,1,"Rana, Frederick",Caprice,Tovey,Brasil - SP,
1/8/2020,Projetor,"126,9/92,64",Southridge Video,1,"Alexander, Tristan",Merrill,Arnould,Brasil - SP,
1/8/2020,Projetor,"126,9/126,9",Southridge Video,2,"Walker, Richard",Gracie,Blase,Brasil - RJ,
1/8/2020,Projetor,"126,9/114,21",Southridge Video,2,"Jenkins, Megan",Amby,Pairpoint,Brasil - RJ,
1/8/2020,Microondas,"299,9/248,92",Litware ,2,"Xie, Shawna",Vallie,Jessope,Brasil - SP,
1/8/2020,Acessórios de TV e Áudio,"149,95/149,95",Wide World Importers,1,"Turner, Blake",Shawna,Corona,Brasil - ES,
1/8/2020,Geladeira,"299,9/290,9",Litware ,1,"Gonzalez, Heidi",Sawyer,Kain,Brasil - SP,
1/9/2020,Lâmpada,595/595,Southridge Video,1,"Raji, Priscilla",Eleni,Larwood,Brasil - RJ,
1/9/2020,Ar Condicionado,"595/523,6",Contoso,1,"Diaz, Melody",Marcos,Nucci,Brasil - SP,
1/9/2020,Lâmpada,"595/493,85",Contoso,1,"Townsend, Roberto",Barnabas,Garces,Brasil - BA,
1/9/2020,Ar Condicionado,595/595,Contoso,1,"Xu, Latoya",Kalie,Cline,Brasil - SP,
1/9/2020,Ar Condicionado,25/25,Contoso,1,"Sanz, Tanya",Mirella,Leinster,Brasil - SP,
1/9/2020,Ar Condicionado,25/25,Contoso,1,"Raje, Julie",Kipp,Aloigi,Brasil - SP,
1/9/2020,Lâmpada,"25/20,5",Southridge Video,1,"Young, Henry",Maurise,Aspin,Brasil - SP,
1/9/2020,Rádio,"4,98/4,88",Southridge Video,2,"Ruiz, Teresa",Hazlett,Warrington,Brasil - ES,
1/9/2020,Rádio,"4,98/4,98",Southridge Video,1,"Moore, Lauren",Patric,Alyutin,Brasil - RJ,
1/9/2020,Rádio,"6,99/6,99",Southridge Video,1,"Davis, Wyatt",Nickolaus,Elton,Brasil - SP,
1/9/2020,Geladeira,429/429,Contoso,1,"Richardson, Arianna",Tanya,Cassam,Brasil - SP,
1/9/2020,Projetor,"126,9/126,9",Southridge Video,1,"Howard, Carol",Ashley,Keitley,Brasil - SP,
1/9/2020,Aparelho de Som,28/28,Hashtag Toys,1,"Allen, Connor",Franky,Berrey,Brasil - SP,
1/9/2020,Lâmpada,"25/23,75",Contoso,5,"Li, Tiffany",Viole,Mccrudden,Brasil - RJ,
1/9/2020,Aparelho de Som,32/32,Hashtag Toys,1,"Madan, Jay",Roddy,Reburn,Brasil - RJ,
1/9/2020,Gravador,"16,99/13,25",Southridge Video,2,"Sutton, Jaime",Janette,Bonar,Brasil - RJ,
1/9/2020,Gravador,"16,99/16,99",Southridge Video,1,"Deng, Gilbert",Sonny,Rubert,Brasil - SP,
1/9/2020,Gravador,"16,99/11,72",Southridge Video,4,"Garcia, Andre",Ilyse,Bineham,Brasil - ES,
1/9/2020,Gravador,"16,99/16,99",Southridge Video,5,"Pal, Mohamed",Nobie,Hitscher,Brasil - RJ,
1/9/2020,Rádio,"16,99/16,82",Southridge Video,1,"Vazquez, Jacquelyn",#N,D,Brasil - MA,
1/9/2020,Gravador,"16,99/16,99",Southridge Video,3,"Cai, Amy",Bessie,Bill,Brasil - SP,
1/9/2020,Ventilador,89/89,Hashtag Toys,1,"Chen, Clarence",Dre,Jeffers,Brasil - RJ,
1/9/2020,Gravador,"6,99/6,99",Southridge Video,3,"Yuan, Christine",Stacy,Spottiswoode,Brasil - RJ,
1/9/2020,Ar Condicionado,25/25,Southridge Video,1,"Yang, Crystal",Arri,Blader,Brasil - SP,
1/9/2020,Lâmpada,595/595,Contoso,1,"Foster, Hunter",Aurora,Tibald,Brasil - SP,
1/9/2020,Projetor,"126,9/76,14",Southridge Video,1,"He, Jessie",Rancell,Lovel,Brasil - SP,
1/9/2020,Ar Condicionado,"126,9/126,9",Southridge Video,5,"Shan, Dylan",Adrielle,Gabriel,Brasil - RJ,
1/9/2020,Monitor,"126,9/126,9",Southridge Video,3,"Wang, Shannon",Berne,O'doohaine,Brasil - SP,
1/9/2020,Monitor,"126,9/126,9",Southridge Video,1,"Rubio, Carrie",Brooks,Richarz,Brasil - SP,
1/9/2020,Ar Condicionado,"126,9/126,9",Southridge Video,2,"Raman, Bryant",Desi,Agget,Brasil - RJ,
1/9/2020,Projetor,"126,9/126,9",Southridge Video,5,"Torres, Renee",Benedicta,Dominguez,Brasil - RJ,
1/9/2020,Projetor,"126,9/119,29",Southridge Video,1,"Tang, Terry",Myrtia,Domenicone,Brasil - SP,
1/9/2020,Projetor,"126,9/126,9",Southridge Video,5,"Diaz, Erik",Frazer,Portwaine,Brasil - SP,
1/9/2020,Projetor,"126,9/126,9",Southridge Video,5,"Wood, Taylor",Winnie,Lepick,Brasil - SP,
1/9/2020,Monitor,"126,9/102,79",Southridge Video,1,"Carter, Kevin",Gram,Soulsby,Brasil - SP,
1/9/2020,Projetor,"126,9/126,9",Southridge Video,1,"Jackson, Daniel",Corrina,Courtney,Brasil - SP,
1/9/2020,Monitor,"126,9/126,9",Southridge Video,3,"Thompson, Elizabeth",Trevor,Imason,Brasil - SP,
1/9/2020,Monitor,"126,9/126,9",Southridge Video,2,"Ross, Mariah",Trefor,Loveman,Brasil - SP,
1/9/2020,Monitor,"126,9/126,9",Southridge Video,3,"Alvarez, Anne",Sullivan,Paroni,Brasil - RJ,
1/10/2020,Gravador,"6,99/5,52",Hashtag Toys,1,"Zhou, Edwin",Grady,Quelch,Brasil - SP,
1/10/2020,Lâmpada,"595/541,45",Contoso,1,"Shan, Jordan",Giraldo,Olivia,Brasil - SP,
1/10/2020,Lâmpada,"595/535,5",Contoso,1,"Moreno, Marvin",Hirsch,Benion,Brasil - ES,
1/10/2020,Gravador,"4,99/4,79",Hashtag Toys,3,"Jimenez, Nelson",Lennard,Jeduch,Brasil - SP,
1/10/2020,Microondas,"329/230,3",Contoso,2,"Sanchez, Seth",Suzanne,Jojic,Brasil - RJ,
1/10/2020,Projetor,69/69,Southridge Video,1,"Goel, Maurice",Othello,Dockree,Brasil - SP,
1/10/2020,Aparelho de Som,"70,13/70,13",Hashtag Toys,1,"Sharma, Gabriel",Selia,Kirtland,Brasil - SP,
1/10/2020,Gravador,"16,89/16,89",Hashtag Toys,4,"He, Lacey",Tedi,Bitten,Brasil - SP,
1/10/2020,Rádio,"16,99/16,99",Southridge Video,1,"Lewis, Wyatt",Hervey,Pawlick,Brasil - SP,
1/10/2020,Lâmpada,"595/493,85",Contoso,1,"Ross, Tristan",Barrett,Igoe,Brasil - BA,
1/10/2020,Ar Condicionado,25/25,Contoso,1,"Jones, Ashley",Jania,Baytrop,Brasil - SP,
1/10/2020,Microondas,"329/325,71",Contoso,2,"Ross, Mariah",Camilla,Vieira,Brasil - ES,
1/10/2020,Ventilador,32/32,Hashtag Toys,5,"Lopez, Gabriel",Baxie,Shrubshall,Brasil - ES,
1/10/2020,Ar Condicionado,68/68,Contoso,5,"Martinez, Lauren",Lynn,Goodbar,Brasil - SP,
1/10/2020,Ar Condicionado,"126,9/83,75",Southridge Video,5,"Zhu, Arturo",Mae,Mowsley,Brasil - RJ,
1/10/2020,Projetor,"126,9/126,9",Southridge Video,3,"Raje, Clayton",Carleen,Banbrook,Brasil - SP,
1/10/2020,Monitor,"126,9/124,36",Southridge Video,1,"Munoz, Mathew",Cristie,Futter,Brasil - RJ,
1/10/2020,Projetor,"126,9/104,06",Southridge Video,1,"Sanders, Richard",Rachel,Soar,Brasil - SP,
1/10/2020,Monitor,"126,9/123,09",Southridge Video,1,"Chande, Brad",Colas,Ambage,Brasil - RJ,
1/10/2020,Monitor,"126,9/126,9",Southridge Video,4,"Saraiva, José",Flo,Moody,Brasil - SP,
1/10/2020,Monitor,"126,9/126,9",Southridge Video,1,"Russell, Victoria",Jenica,Lovstrom,Brasil - SP,
1/10/2020,Projetor,"126,9/126,9",Southridge Video,1,"Chande, Mario",#N,D,Brasil - RJ,
1/10/2020,Projetor,"126,9/126,9",Southridge Video,1,"Romero, Alfredo",Chery,Soppitt,Brasil - SP,
1/10/2020,Microondas,569/569,Litware,1,"Subram, Kristi",Tiago,Pereira,Brasil - RJ,
1/11/2020,Lâmpada,595/595,Contoso,1,"Jiménez, Cheryl",Berta,Bouts,Brasil - ES,
1/11/2020,Lâmpada,595/595,Contoso,1,"Alvarez, Dwayne",Reilly,Dunston,Brasil - RJ,
1/11/2020,Ar Condicionado,595/595,Contoso,2,"Gutierrez, Wendy",Quinlan,Heersema,Brasil - RJ,
1/11/2020,Ar Condicionado,"25/18,5",Contoso,4,"Zhang, Jeffery",Kristofer,Saye,Brasil - SP,
1/11/2020,Câmera e Filmadora,"299,23/299,23",Southridge Video,1,"Serrano, Walter",Ilka,Neenan,Brasil - RJ,
1/11/2020,Ar Condicionado,595/595,Contoso,1,"Blue, Maria",Jane,Slaughter,Brasil - MA,
1/11/2020,Ar Condicionado,595/595,Contoso,3,"Thorpe, Steven",Petronille,Wilne,Brasil - ES,
1/11/2020,Lâmpada,595/595,Southridge Video,5,"Alexander, Kevin",Wyatan,Yurshev,Brasil - RJ,
1/11/2020,Rádio,"16,89/12,16",Hashtag Toys,1,"Wood, Nicole",Gaby,Capron,Brasil - BA,
1/11/2020,Gravador,"16,89/16,89",Hashtag Toys,1,"Jenkins, Natalie",Rudolfo,Reary,Brasil - SP,
1/11/2020,Aparelho de Som,32/32,Hashtag Toys,1,"Bailey, Allison",Gabriela,Capitulo,Brasil - BA,
1/11/2020,Aparelho de Som,"70,13/70,13",Hashtag Toys,1,"Zeng, Alisha",Derby,Corro,Brasil - RJ,
1/11/2020,Ventilador,"70,13/70,13",Hashtag Toys,3,"Ramos, Jaime",Hilario,Domone,Brasil - RJ,
1/11/2020,Rádio,"8,99/8,18",Hashtag Toys,2,"Shen, Alison",Jacklyn,Emsley,Brasil - SP,
1/11/2020,Monitor,"126,9/126,9",Southridge Video,1,"Xu, Kristen",Swen,Porson,Brasil - SP,
1/11/2020,Projetor,"126,9/126,9",Southridge Video,1,"Jordan, Joel",Bartram,Paige,Brasil - SP,
1/11/2020,Projetor,"126,9/78,68",Southridge Video,1,"Goel, Cristina",Ailsun,Garretson,Brasil - BA,
1/11/2020,Monitor,"126,9/126,9",Southridge Video,1,"Luo, Alejandro",Gabriel,Mcsporon,Brasil - RJ,
1/11/2020,Monitor,"126,9/126,9",Southridge Video,1,"Ye, Susan",Mitchael,Sneezum,Brasil - ES,
1/11/2020,Projetor,"126,9/126,9",Southridge Video,1,"Simmons, Jennifer",Jenny,Labrenz,Brasil - SP,
1/11/2020,Projetor,"126,9/126,9",Southridge Video,1,"Russell, Miguel",Maura,Verner,Brasil - ES,
1/11/2020,Projetor,"126,9/87,56",Southridge Video,2,"Henderson, Seth",Domeniga,Macgillivrie,Brasil - SP,
1/11/2020,Projetor,"126,9/126,9",Southridge Video,1,"Simmons, Devin",Der,Andrejs,Brasil - SP,
1/11/2020,Telefone para Casa & Escritório,326/326,Proseware,1,"She, Mario",Giovana,Vilela,Brasil - SP,
1/11/2020,Geladeira,"269,9/167,34",Litware ,3,"Ross, Brandon",Bryon,Cisco,Brasil - ES,
1/11/2020,Acessório para Câmera,326/326,Proseware,1,"Suarez, Latasha",Worden,Ansteys,Brasil - SP,
1/12/2020,Lâmpada,595/595,Contoso,1,"Dominguez, Julio",Bobbe,Upham,Brasil - SP,
1/12/2020,Lâmpada,"25/24,75",Contoso,2,"Ross, Noah",Uri,Crouch,Brasil - SP,
1/12/2020,Gravador,"4,98/4,98",Southridge Video,5,"Gonzales, Jessica",Roch,Arnao,Brasil - SP,
1/12/2020,Gravador,"4,98/3,24",Southridge Video,1,"Raman, Denise",Shanta,Shall,Brasil - SP,
1/12/2020,Ventilador,"70,13/70,13",Hashtag Toys,1,"Martin, Cheryl",Linnea,Hollyar,Brasil - SP,
1/12/2020,Ventilador,"32/22,08",Hashtag Toys,1,"Wu, Barbara",Tannie,Leisk,Brasil - SP,
1/12/2020,Gravador,"16,99/16,99",Southridge Video,4,"Zhou, Damien",Rae,Yakovl,Brasil - BA,
1/12/2020,Gravador,"8,88/7,37",Southridge Video,1,"Pal, Cedric",Alexandre,Dantas,Brasil - ES,
1/12/2020,Lâmpada,"595/446,25",Contoso,1,"Huang, Erica",Molli,Lidgate,Brasil - SP,
1/12/2020,Ar Condicionado,"595/404,6",Contoso,1,"Murphy, Zoe",Emelda,Bruhn,Brasil - SP,
1/12/2020,Lâmpada,25/25,Contoso,1,"Moore, Christian",Karol,Marle,Brasil - SP,
1/12/2020,Gravador,"4,98/4,98",Southridge Video,5,"Hill, Seth",Sauncho,Jephcote,Brasil - SP,
1/12/2020,Gravador,"4,98/4,98",Southridge Video,1,"Perez, Jason",Suellen,Macfarlan,Brasil - SP,
1/12/2020,Geladeira,"329/217,14",Southridge Video,4,"Morris, Erin",Kirstin,Fitzsimons,Brasil - RJ,
1/12/2020,Ventilador,32/32,Hashtag Toys,1,"Lal, Jon",Pooh,Carnelley,Brasil - SP,
1/12/2020,Rádio,"16,99/16,65",Southridge Video,2,"Sai, Terrance",Gerti,Macieiczyk,Brasil - RJ,
1/12/2020,Gravador,"16,99/16,99",Southridge Video,1,"Rana, Darren",Kailey,Fassbender,Brasil - ES,
1/12/2020,Ventilador,"70,13/70,13",Hashtag Toys,3,"Zhao, Jamie",Pedro,Jorge,Brasil - SP,
1/12/2020,Gravador,"6,99/6,99",Hashtag Toys,4,"Rai, Nina",#N,D,Brasil - ES,
1/12/2020,Rádio,"4,99/3,89",Hashtag Toys,3,"Suri, Troy",Pace,Balls,Brasil - SP,
1/12/2020,Rádio,"4,99/4,99",Hashtag Toys,4,"Collins, Andrea",#N,D,Brasil - RJ,
1/12/2020,Monitor,"126,9/126,9",Southridge Video,1,"Watson, Jan",Duffy,Newlands,Brasil - RJ,
1/12/2020,Ar Condicionado,"126,9/126,9",Southridge Video,5,"Davis, Zachary",Shirlee,Jahan,Brasil - RJ,
1/12/2020,Projetor,"126,9/126,9",Southridge Video,1,"Schleger, Yvonne",Rhys,Rooson,Brasil - SP,
1/12/2020,Projetor,"126,9/126,9",Southridge Video,1,"Rodriguez, Thomas",Whit,Bellfield,Brasil - ES,
1/12/2020,Projetor,"126,9/126,9",Southridge Video,1,"Simmons, Sarah",Otho,Shortt,Brasil - BA,
1/12/2020,Monitor,"126,9/126,9",Southridge Video,1,"Sanchez, Harold",Zena,Rushe,Brasil - RJ,
1/12/2020,Projetor,"126,9/87,56",Southridge Video,1,"James, Emma",Avivah,Aron,Brasil - SP,
1/12/2020,Monitor,"126,9/126,9",Southridge Video,2,"Simmons, Caleb",Cortie,Skittreal,Brasil - SP,
1/12/2020,Monitor,"126,9/126,9",Southridge Video,1,"Richardson, Mariah",Stefan,Allitt,Brasil - SP,
1/12/2020,Projetor,"126,9/126,9",Southridge Video,1,"Howard, Taylor",Deena,Chapier,Brasil - RJ,
1/12/2020,Monitor,"126,9/126,9",Southridge Video,1,"Reed, Maria",Maritsa,Meininking,Brasil - SP,
1/12/2020,Projetor,"126,9/126,9",Southridge Video,1,"Henderson, Megan",Paige,O'cullen,Brasil - MA,
1/12/2020,Microondas,"269,9/269,9",Litware ,5,"Weber, Jarrod",Lanita,Linck,Brasil - RJ,
1/12/2020,Microondas,"269,9/269,9",Litware ,1,"Fernandez, Lydia",Brody,Giacoppo,Brasil - SP,
1/12/2020,Microondas,"299,9/299,9",Litware ,1,"Yuan, Jerry",Chance,Brims,Brasil - SP,
1/13/2020,Ar Condicionado,595/595,Southridge Video,3,"Anderson, Nicole",Kalli,Forestall,Brasil - SP,
1/13/2020,Ar Condicionado,25/25,Contoso,5,"Raji, Lindsay",Willey,Kaes,Brasil - RJ,
1/13/2020,Ventilador,109/109,Hashtag Toys,3,"Rai, Cassie",Ingar,Koenraad,Brasil - MA,
1/13/2020,Aparelho de Som,"70,13/61,01",Hashtag Toys,3,"Ma, Heather",Joli,Annatt,Brasil - SP,
1/13/2020,Gravador,"8,99/8,99",Hashtag Toys,1,"Perez, Carolyn",Hayden,Gilby,Brasil - SP,
1/13/2020,Gravador,"6,99/4,19",Hashtag Toys,2,"Gomez, Michele",Far,Palfery,Brasil - BA,
1/13/2020,Gravador,"16,89/16,89",Hashtag Toys,1,"Navarro, Lawrence",Shaina,Camillo,Brasil - SP,
1/13/2020,Ar Condicionado,"595/487,9",Contoso,1,"Hughes, Thomas",Herrick,Roseby,Brasil - RJ,
1/13/2020,Ar Condicionado,595/595,Contoso,1,"Anderson, Olivia",Terrence,Dalziel,Brasil - BA,
1/13/2020,Ar Condicionado,"25/19,25",Contoso,2,"Raji, Bonnie",Orelee,Harbach,Brasil - ES,
1/13/2020,Gravador,"16,99/16,99",Southridge Video,2,"Rogers, Haley",Annadiana,Chatell,Brasil - BA,
1/13/2020,Ventilador,"64,9/64,9",Hashtag Toys,1,"Adams, Katherine",Tito,Piniur,Brasil - SP,
1/13/2020,Geladeira,429/429,Southridge Video,2,"Malhotra, Mayra",Rafaela,Gonçalves,Brasil - SP,
1/13/2020,Gravador,"16,89/16,89",Hashtag Toys,1,"Subram, Francisco",#N,D,Brasil - ES,
1/13/2020,Aparelho de Som,"28/22,12",Hashtag Toys,1,"Zheng, Randy",Curtis,Kalewe,Brasil - BA,
1/13/2020,Lâmpada,25/25,Contoso,1,"Alvarez, Roy",Percival,Meineck,Brasil - SP,
1/13/2020,Ar Condicionado,"595/458,15",Contoso,1,"She, Derek",Burg,Birchwood,Brasil - RJ,
1/13/2020,Projetor,"126,9/119,29",Southridge Video,1,"Serrano, Deanna",Gerardo,Farrens,Brasil - RJ,
1/13/2020,Monitor,"126,9/126,9",Southridge Video,1,"Alonso, Kendra",Had,Pickhaver,Brasil - BA,
1/13/2020,Projetor,"126,9/126,9",Southridge Video,1,"Suarez, Michele",Vance,Bartul,Brasil - SP,
1/13/2020,Monitor,"126,9/116,75",Southridge Video,1,"Ross, Hunter",Emmalyn,Bauldry,Brasil - RJ,
1/13/2020,Monitor,"126,9/126,9",Southridge Video,1,"Alonso, Monique",Von,Yaneev,Brasil - SP,
1/13/2020,Monitor,"126,9/126,9",Southridge Video,4,"Deng, Chad",Ebony,Boddington,Brasil - SP,
1/13/2020,Monitor,"126,9/126,9",Southridge Video,1,"Evans, Sydney",Dimitry,Riepl,Brasil - BA,
1/13/2020,Projetor,"126,9/126,9",Southridge Video,1,"Wright, Adam",Issi,Broadbear,Brasil - SP,
1/13/2020,Projetor,"126,9/116,75",Southridge Video,2,"Rogers, Steven",Ellette,Pettyfer,Brasil - MA,
1/13/2020,Monitor,"126,9/126,9",Southridge Video,1,"Moore, Benjamin",Wainwright,Spyby,Brasil - ES,
1/13/2020,Projetor,"126,9/126,9",Southridge Video,1,"Martinez, Jacob",Arda,Beckitt,Brasil - SP,
1/13/2020,Monitor,"126,9/126,9",Southridge Video,1,"Ward, Bryce",Paulo,Binge,Brasil - RJ,
1/13/2020,Monitor,"126,9/126,9",Southridge Video,4,"Walker, Natalie",Juliette,Wimbury,Brasil - SP,
1/13/2020,Ar Condicionado,"126,9/126,9",Southridge Video,1,"Nara, Christy",Sigismund,Brandrick,Brasil - RJ,
1/14/2020,Lâmpada,"595/380,8",Contoso,4,"She, Dale",Amanda,Gontijo,Brasil - BA,
1/14/2020,Ar Condicionado,595/595,Southridge Video,3,"Zeng, Clayton",Victor,Magalhães,Brasil - SP,
1/14/2020,Lâmpada,595/595,Contoso,1,"Pal, Maurice",Geoffrey,Nuccitelli,Brasil - BA,
1/14/2020,Ar Condicionado,595/595,Contoso,2,"Zheng, Warren",Delainey,O'dare,Brasil - SP,
1/14/2020,Ar Condicionado,595/595,Contoso,2,"Blanco, Francis",Hephzibah,Gravie,Brasil - SP,
1/14/2020,Lâmpada,25/25,Contoso,1,"Dominguez, Marvin",Bryant,Moseley,Brasil - MA,
1/14/2020,Ar Condicionado,25/25,Contoso,2,"Sanchez, Cole",Carter,Gealy,Brasil - BA,
1/14/2020,Lâmpada,68/68,Contoso,1,"Lu, Jon",Rice,Hasley,Brasil - ES,
1/14/2020,Geladeira,569/569,Litware,1,"She, Misty",Taffy,Harlowe,Brasil - RJ,
1/14/2020,Ventilador,"70,13/70,13",Hashtag Toys,1,"Mitchell, Sophia",Marcella,Diggens,Brasil - SP,
1/14/2020,Aparelho de Som,32/32,Hashtag Toys,3,"Shan, Cristina",Francyne,Fairrie,Brasil - SP,
1/14/2020,Lâmpada,595/595,Contoso,1,"Baker, Kaylee",Lizette,Heckner,Brasil - ES,
1/14/2020,Ar Condicionado,"595/541,45",Contoso,1,"Davis, Destiny",Penny,Crinidge,Brasil - SP,
1/14/2020,Ar Condicionado,"595/398,65",Contoso,1,"Hall, Elizabeth",Cointon,Danovich,Brasil - RJ,
1/14/2020,Lâmpada,25/25,Contoso,1,"Wilson, Alexander",Myrvyn,Leven,Brasil - ES,
1/14/2020,"Impressora, Scanner & Fax","9,99/9,99",Contoso,1,"Serrano, Diane",Flin,Schuricke,Brasil - RJ,
1/14/2020,Geladeira,"199/181,09",Southridge Video,1,"Sara, Marco",Quincey,Torbeck,Brasil - SP,
1/14/2020,Geladeira,"299,9/299,9",Litware ,2,"Gonzalez, Savannah",Lindsay,Clemendot,Brasil - SP,
1/14/2020,Aparelho de Som,"94,8/94,8",Hashtag Toys,5,"Alonso, Brandi",Jordana,Cambell,Brasil - SP,
1/14/2020,Lâmpada,25/25,Contoso,1,"She, Rafael",Alanson,Doggrell,Brasil - SP,
1/14/2020,Rádio,"16,89/16,89",Hashtag Toys,3,"She, Clarence",Leanora,Long,Brasil - SP,
1/14/2020,Rádio,"8,88/8,88",Southridge Video,1,"Xu, Tonya",Anselma,Skull,Brasil - BA,
1/14/2020,Ar Condicionado,595/476,Contoso,1,"Gutierrez, Diana",Nettle,Kalkofen,Brasil - SP,
1/14/2020,Monitor,"126,9/126,9",Southridge Video,1,"Alvarez, Adrienne",Hastie,Charrington,Brasil - ES,
1/14/2020,Ar Condicionado,"126,9/126,9",Southridge Video,5,"Cooper, Cody",Mireille,O'monahan,Brasil - RJ,
1/14/2020,Monitor,"126,9/126,9",Southridge Video,4,"Luo, Jenny",#N,D,Brasil - BA,
1/14/2020,Monitor,"126,9/126,9",Southridge Video,4,"Andersen, Priscilla",João,Alves,Brasil - RJ,
1/14/2020,Projetor,"126,9/126,9",Southridge Video,1,"Jackson, Lucas",Brucie,Gonthier,Brasil - SP,
1/14/2020,Projetor,"126,9/118,02",Southridge Video,1,"Goel, Melvin",Gretta,Laugier,Brasil - MA,
1/14/2020,Monitor,"126,9/126,9",Southridge Video,1,"Liang, Marshall",Drugi,Phelan,Brasil - SP,
1/14/2020,Projetor,"126,9/104,06",Southridge Video,1,"Collins, Blake",Stavros,Jeyes,Brasil - SP,
1/14/2020,Monitor,"126,9/126,9",Southridge Video,3,"Zheng, Autumn",Reggis,Alliston,Brasil - SP,
1/14/2020,Projetor,"126,9/82,49",Southridge Video,2,"Goel, Corey",Worthy,Arntzen,Brasil - SP,
1/14/2020,Projetor,"126,9/126,9",Southridge Video,5,"Harris, Grace",Frederico,Devo,Brasil - SP,
1/14/2020,Monitor,"126,9/126,9",Southridge Video,1,"Ross, Brianna",Tucker,Lente,Brasil - SP,
1/14/2020,Monitor,"126,9/126,9",Southridge Video,1,"Alexander, Elijah",Janie,Gabbitis,Brasil - ES,
1/14/2020,Projetor,"126,9/107,87",Southridge Video,1,"Carter, Jose",Ermengarde,Wilcott,Brasil - RJ,
